Age,Gender,Marital_Status,Attrition,Attrition_Flag,Business_Travel,Department,Education_Level,Education_Field,Daily_Rate,Hourly_Rate,Monthly_Income,Monthly_Rate,Percent_Salary_Hike,Stock_Option_Level,Job_Role,Job_Level,Job_Involvement,Overtime,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Total_Working_Years,Num_Companies_Worked,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Distance_From_Home,Age_Group,Income_Bracket,Tenure_Group
35,Male,Single,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",755,97,6540,19394,19,0,"Healthcare Representative",2,Medium,No,High,Medium,High,Better,Excellent,10,9,5,1,1,0,0,9,"Early Career","Mid Income","New Employee"
27,Male,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,1469,82,3816,17881,11,1,"Laboratory Technician",1,High,No,"Very High",Medium,Medium,Better,Excellent,5,1,2,5,2,0,4,1,"Early Career","Mid Income","Early Tenure"
28,Male,Single,No,0,Travel_Rarely,Sales,Master,"Life Sciences",304,92,5253,20750,16,0,"Sales Executive",2,High,No,Medium,"Very High","Very High",Better,Excellent,7,1,1,7,5,0,7,9,"Early Career","Mid Income",Experienced
49,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Other,1261,31,10965,12066,24,0,"Healthcare Representative",3,Medium,No,Medium,High,High,Better,Outstanding,26,8,2,5,2,0,0,7,"Senior Employee","High Income","Early Tenure"
51,Female,Married,No,0,Travel_Rarely,Sales,College,"Life Sciences",1178,87,4936,14862,11,1,"Sales Executive",2,High,No,High,"Very High",High,Good,Excellent,18,4,2,7,7,0,7,14,"Senior Employee","Mid Income",Experienced
36,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",329,96,2543,11868,13,1,"Research Scientist",1,High,No,"Very High",High,Medium,Better,Excellent,6,4,3,2,2,2,2,2,"Mid Career","Low Income","New Employee"
34,Male,Single,Yes,1,Non-Travel,Sales,Bachelor,Marketing,1362,67,5304,4652,13,0,"Sales Executive",2,"Very High",Yes,Low,"Very High",Medium,Good,Excellent,9,8,3,5,2,0,4,19,"Early Career","Mid Income","Early Tenure"
55,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1311,97,16659,23258,13,0,Manager,4,High,Yes,High,"Very High",High,Better,Excellent,30,2,2,5,4,1,2,2,"Senior Employee","High Income","Early Tenure"
24,Female,Divorced,No,0,Travel_Rarely,Sales,Master,Marketing,1371,77,4260,5915,12,1,"Sales Executive",2,High,Yes,"Very High",High,"Very High",Best,Excellent,5,1,2,5,2,0,3,10,"Young Adult","Mid Income","Early Tenure"
30,Male,Married,No,0,Travel_Rarely,Sales,"Below College","Technical Degree",202,72,2476,17434,18,1,"Sales Representative",1,High,No,High,Medium,Low,Better,Excellent,1,1,3,1,0,0,0,2,"Early Career","Low Income","New Employee"
26,Male,Single,Yes,1,Travel_Frequently,"Research & Development","Below College","Technical Degree",575,73,3102,6582,22,0,"Research Scientist",1,High,No,High,Low,High,Better,Outstanding,7,0,2,6,4,0,4,3,"Early Career","Mid Income",Experienced
22,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,253,43,2244,24440,13,1,"Research Scientist",1,High,No,Low,Medium,"Very High",Better,Excellent,2,1,1,2,1,1,2,11,"Young Adult","Low Income","New Employee"
36,Male,Married,No,0,Travel_Rarely,Sales,College,Medical,164,61,7596,3809,13,2,"Sales Executive",3,Medium,No,Medium,High,Medium,Better,Excellent,10,1,2,10,9,9,0,2,"Mid Career","High Income",Experienced
30,Male,Single,Yes,1,Travel_Frequently,"Research & Development",Bachelor,"Technical Degree",464,40,2285,3427,23,0,"Research Scientist",1,High,Yes,High,"Very High",High,Better,Outstanding,3,9,4,1,0,0,0,4,"Early Career","Low Income","New Employee"
37,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1107,95,3034,26914,12,1,"Laboratory Technician",1,High,No,"Very High",Low,High,Good,Excellent,18,1,2,18,7,12,17,14,"Mid Career","Mid Income",Veteran
40,Female,Divorced,No,0,Travel_Rarely,Sales,College,Marketing,759,46,5715,22553,12,2,"Sales Executive",2,High,No,"Very High",Medium,High,Better,Excellent,8,7,5,5,4,1,3,2,"Mid Career","Mid Income","Early Tenure"
42,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",201,95,2576,20490,16,1,"Laboratory Technician",1,High,No,Medium,Low,Medium,Better,Excellent,8,3,5,5,2,1,2,1,"Mid Career","Low Income","Early Tenure"
37,Male,Single,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1305,49,4197,21123,12,0,"Manufacturing Director",2,High,Yes,High,Medium,"Very High",Good,Excellent,18,2,2,1,0,0,1,10,"Mid Career","Mid Income","New Employee"
43,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",982,59,14336,4345,11,1,"Research Director",4,Medium,No,Low,Medium,High,Better,Excellent,25,1,3,25,10,3,9,12,"Mid Career","High Income",Veteran
40,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,555,78,3448,13436,22,1,"Laboratory Technician",2,Medium,No,Medium,High,Medium,Better,Outstanding,20,6,3,1,0,0,0,2,"Mid Career","Mid Income","New Employee"
54,Male,Married,No,0,Travel_Rarely,"Research & Development",College,Medical,821,86,19406,8509,11,1,"Research Director",5,High,No,Low,Low,High,Good,Excellent,24,4,4,4,2,1,2,5,"Senior Employee","High Income","Early Tenure"
34,Female,Married,No,0,Non-Travel,Sales,Master,Marketing,1381,72,6538,12740,15,1,"Sales Executive",2,High,No,High,High,Low,Better,Excellent,6,9,3,3,2,1,2,4,"Early Career","Mid Income","Early Tenure"
31,Female,Married,No,0,Travel_Rarely,"Research & Development",College,Medical,480,31,4306,4156,12,1,"Manufacturing Director",2,High,No,Medium,Low,Medium,Bad,Excellent,13,1,5,13,10,3,12,7,"Early Career","Mid Income",Veteran
43,Male,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,313,61,2258,15238,20,1,"Laboratory Technician",1,High,No,"Very High","Very High",Low,Better,Outstanding,8,7,1,3,2,1,2,21,"Mid Career","Low Income","Early Tenure"
43,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Master,Other,1473,74,4522,2227,14,0,"Healthcare Representative",2,High,Yes,High,High,"Very High",Better,Excellent,8,4,3,5,2,0,2,8,"Mid Career","Mid Income","Early Tenure"
25,Female,Single,No,0,Travel_Rarely,Sales,College,"Life Sciences",891,99,4487,12090,11,0,"Sales Executive",2,Medium,Yes,Medium,"Very High",Medium,Better,Excellent,5,1,3,5,4,1,3,4,"Young Adult","Mid Income","Early Tenure"
37,Female,Married,No,0,Non-Travel,"Research & Development",Doctor,Medical,1063,72,4449,23866,15,2,"Research Scientist",2,High,Yes,Medium,High,Low,Better,Excellent,15,3,2,13,11,10,7,25,"Mid Career","Mid Income",Veteran
31,Male,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",329,98,2218,16193,12,1,"Laboratory Technician",1,Medium,No,"Very High",Low,High,Better,Excellent,4,1,3,4,2,3,2,1,"Early Career","Low Income","Early Tenure"
39,Male,Divorced,No,0,Travel_Frequently,"Research & Development","Below College","Life Sciences",1218,52,19197,8213,14,1,Manager,5,High,Yes,Medium,High,High,Better,Excellent,21,1,3,21,8,1,6,1,"Mid Career","High Income",Veteran
56,Female,Married,No,0,Travel_Frequently,Sales,Bachelor,"Life Sciences",906,86,13212,18256,11,3,"Sales Executive",4,"Very High",No,High,Low,"Very High",Good,Excellent,36,9,0,7,7,7,7,6,"Senior Employee","High Income",Experienced
30,Female,Single,No,0,Travel_Rarely,Sales,Bachelor,"Technical Degree",1082,83,6577,19558,11,0,"Sales Executive",2,High,No,Medium,High,Medium,Better,Excellent,6,0,6,5,4,4,4,12,"Early Career","Mid Income","Early Tenure"
41,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,Marketing,645,49,8392,19566,16,1,"Sales Executive",3,"Very High",No,Medium,Low,High,Better,Excellent,10,1,2,10,7,0,7,1,"Mid Career","High Income",Experienced
28,Male,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,1300,79,4558,13535,12,1,"Laboratory Technician",2,High,No,High,Low,"Very High",Better,Excellent,10,1,2,10,0,1,8,17,"Early Career","Mid Income",Experienced
25,Male,Married,Yes,1,Travel_Rarely,"Research & Development",Bachelor,Medical,688,91,4031,9396,13,1,"Laboratory Technician",1,High,No,Low,Low,High,Better,Excellent,6,5,5,2,2,0,2,3,"Young Adult","Mid Income","New Employee"
52,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,319,39,7969,19609,14,0,"Manufacturing Director",3,Medium,Yes,"Very High",High,High,Better,Excellent,28,2,4,5,4,0,4,3,"Senior Employee","High Income","Early Tenure"
45,Male,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",192,69,2654,9655,21,2,"Research Scientist",1,High,No,Low,"Very High","Very High",Good,Outstanding,8,3,3,2,2,0,2,10,"Mid Career","Low Income","New Employee"
52,Female,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",1490,30,16555,10310,13,0,Manager,4,High,No,"Very High","Very High","Very High",Bad,Excellent,31,2,2,5,2,1,4,4,"Senior Employee","High Income","Early Tenure"
42,Female,Divorced,No,0,Travel_Frequently,"Research & Development",College,"Life Sciences",532,92,4556,12932,11,1,"Research Scientist",2,High,No,Low,High,Medium,Better,Excellent,19,2,3,5,4,0,2,29,"Mid Career","Mid Income","Early Tenure"
30,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",317,43,6091,24793,20,0,"Manufacturing Director",2,Low,No,High,"Very High",High,Better,Outstanding,11,2,2,5,4,0,2,2,"Early Career","Mid Income","Early Tenure"
60,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",422,41,19566,3854,11,0,Manager,5,High,No,Low,Low,"Very High",Bad,Excellent,33,5,5,29,8,11,10,7,"Senior Employee","High Income",Veteran
46,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1485,87,4810,26314,14,1,"Manufacturing Director",2,High,No,High,High,High,Good,Excellent,19,2,5,10,7,0,8,18,"Senior Employee","Mid Income",Experienced
42,Female,Married,No,0,Travel_Frequently,"Research & Development",Master,"Technical Degree",1368,88,4523,4386,11,3,"Healthcare Representative",2,Medium,No,"Very High","Very High","Very High",Best,Excellent,7,0,4,6,5,0,4,28,"Mid Career","Mid Income",Experienced
24,Female,Single,Yes,1,Travel_Rarely,Sales,"Below College","Technical Degree",1448,62,3202,21972,16,0,"Sales Representative",1,High,Yes,Low,Medium,Medium,Better,Excellent,6,1,4,5,3,1,4,1,"Young Adult","Mid Income","Early Tenure"
34,Female,Divorced,Yes,1,Travel_Frequently,Sales,College,Marketing,296,33,2351,12253,16,1,"Sales Representative",1,Low,No,"Very High",High,"Very High",Good,Excellent,3,0,3,2,2,1,0,6,"Early Career","Low Income","New Employee"
38,Male,Married,No,0,Travel_Frequently,"Research & Development",College,"Life Sciences",1490,42,1702,12106,23,1,"Laboratory Technician",1,High,Yes,"Very High","Very High",High,Better,Outstanding,1,1,3,1,0,0,0,2,"Mid Career","Low Income","New Employee"
40,Female,Married,No,0,Travel_Rarely,Sales,Master,"Life Sciences",1398,79,18041,13022,14,0,Manager,5,High,No,High,High,"Very High",Better,Excellent,21,0,2,20,15,1,12,2,"Mid Career","High Income",Veteran
26,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1349,90,2886,3032,22,2,"Research Scientist",1,High,No,Low,"Very High",Medium,Bad,Outstanding,3,1,3,3,2,0,2,23,"Early Career","Low Income","Early Tenure"
30,Male,Married,No,0,Non-Travel,"Research & Development",Bachelor,"Life Sciences",1400,53,2097,16734,15,1,"Laboratory Technician",1,High,No,High,"Very High",High,Bad,Excellent,9,4,3,5,3,1,4,3,"Early Career","Low Income","Early Tenure"
29,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,986,93,11935,21526,18,0,"Research Director",3,Medium,No,Medium,High,High,Better,Excellent,10,1,2,10,2,0,7,3,"Early Career","High Income",Experienced
29,Female,Married,Yes,1,Travel_Rarely,"Research & Development",Doctor,"Technical Degree",408,71,2546,18300,16,0,"Research Scientist",1,Medium,No,High,Medium,Medium,Best,Excellent,6,5,2,2,2,1,1,25,"Early Career","Low Income","New Employee"
19,Male,Single,Yes,1,Travel_Rarely,"Human Resources",College,"Technical Degree",489,52,2564,18437,12,0,"Human Resources",1,Medium,No,Low,"Very High",High,Best,Excellent,1,1,3,1,0,0,0,2,"Young Adult","Low Income","New Employee"
30,Female,Married,No,0,Non-Travel,Sales,Master,Other,1398,69,8412,2890,11,0,"Sales Executive",3,High,No,High,Low,High,Better,Excellent,10,0,3,9,8,7,8,22,"Early Career","High Income",Experienced
57,Male,Divorced,No,0,Travel_Rarely,Sales,Bachelor,Marketing,210,56,14118,22102,12,1,Manager,4,Medium,No,Low,"Very High",High,Good,Excellent,32,3,3,1,0,0,0,29,"Senior Employee","High Income","New Employee"
50,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1099,88,17046,9314,15,1,Manager,4,Medium,No,Medium,High,Medium,Better,Excellent,28,0,2,27,10,15,7,29,"Senior Employee","High Income",Veteran
30,Female,Single,No,0,Non-Travel,"Research & Development",Bachelor,Medical,1116,49,2564,7181,14,0,"Laboratory Technician",1,High,No,High,"Very High",High,Good,Excellent,12,0,2,11,7,6,7,2,"Early Career","Low Income",Veteran
60,Female,Married,No,0,Travel_Frequently,Sales,Bachelor,Marketing,1499,80,10266,2845,19,0,"Sales Executive",3,Medium,No,High,Low,"Very High",Best,Excellent,22,4,5,18,13,13,11,28,"Senior Employee","High Income",Veteran
47,Female,Divorced,No,0,Travel_Rarely,"Research & Development",College,Medical,983,65,5070,7389,13,3,"Manufacturing Director",2,High,No,Low,"Very High",High,Better,Excellent,20,5,2,5,0,0,4,2,"Senior Employee","Mid Income","Early Tenure"
46,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1009,51,17861,2288,13,0,"Research Director",4,High,No,Low,High,High,Bad,Excellent,26,6,2,3,2,0,1,2,"Senior Employee","High Income","Early Tenure"
35,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",144,46,4230,19225,15,0,"Laboratory Technician",1,Low,No,"Very High",High,High,Better,Excellent,6,0,2,5,4,4,3,22,"Early Career","Mid Income","Early Tenure"
54,Female,Single,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",548,42,3780,23428,11,0,"Laboratory Technician",2,High,No,High,High,High,Better,Excellent,19,7,3,1,0,0,0,8,"Senior Employee","Mid Income","New Employee"
34,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1303,62,2768,8416,12,1,"Research Scientist",1,Medium,No,"Very High",High,High,Better,Excellent,14,3,3,7,3,5,7,2,"Early Career","Low Income",Experienced
46,Female,Married,No,0,Travel_Rarely,Sales,Bachelor,Marketing,1125,94,9071,11563,19,1,"Sales Executive",3,Medium,Yes,High,"Very High",High,Better,Excellent,15,2,3,3,2,1,2,10,"Senior Employee","High Income","Early Tenure"
31,Male,Divorced,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",1274,33,10648,14394,25,1,"Manufacturing Director",3,High,No,High,Medium,"Very High",Best,Outstanding,13,1,6,13,8,0,8,9,"Early Career","High Income",Veteran
33,Male,Married,Yes,1,Travel_Rarely,"Research & Development","Below College",Medical,1277,56,13610,24619,12,0,Manager,3,High,Yes,Medium,High,"Very High",Best,Excellent,15,7,2,7,6,7,7,15,"Early Career","High Income",Experienced
33,Male,Divorced,Yes,1,Travel_Rarely,"Research & Development","Below College",Medical,587,38,3408,6705,13,3,"Laboratory Technician",1,Low,No,Low,"Very High",Low,Better,Excellent,8,7,2,4,3,1,3,10,"Early Career","Mid Income","Early Tenure"
30,Male,Single,No,0,Travel_Rarely,Sales,"Below College",Marketing,413,57,2983,18398,14,0,"Sales Representative",1,High,No,"Very High",Medium,Low,Better,Excellent,4,0,3,3,2,1,2,7,"Early Career","Low Income","Early Tenure"
35,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1276,72,7632,14295,12,0,"Healthcare Representative",3,High,Yes,"Very High",High,High,Better,Excellent,10,4,2,8,7,0,0,16,"Early Career","High Income",Experienced
31,Male,Married,Yes,1,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",534,66,9824,22908,12,0,"Healthcare Representative",3,High,No,Low,High,Low,Better,Excellent,12,3,2,1,0,0,0,20,"Early Career","High Income","New Employee"
34,Female,Divorced,Yes,1,Travel_Frequently,"Human Resources",Bachelor,"Human Resources",988,43,9950,11533,15,3,"Human Resources",3,High,Yes,Medium,Low,High,Better,Excellent,11,9,2,3,2,0,2,23,"Early Career","High Income","Early Tenure"
42,Male,Married,No,0,Travel_Frequently,"Research & Development",College,Other,1474,97,2093,9260,17,1,"Laboratory Technician",1,High,No,Medium,High,"Very High",Better,Excellent,8,4,4,2,2,2,0,5,"Mid Career","Low Income","New Employee"
36,Male,Single,No,0,Non-Travel,Sales,Master,Medical,635,32,9980,15318,14,0,"Sales Executive",3,High,No,Medium,"Very High","Very High",Good,Excellent,10,1,3,10,3,9,7,10,"Mid Career","High Income",Experienced
22,Male,Single,Yes,1,Travel_Frequently,"Research & Development","Below College","Technical Degree",1368,99,3894,9129,16,0,"Laboratory Technician",1,Medium,No,High,High,High,Better,Excellent,4,5,3,2,2,1,2,4,"Young Adult","Mid Income","New Employee"
48,Female,Married,No,0,Travel_Rarely,Sales,Doctor,Marketing,163,37,4051,19658,14,1,"Sales Executive",2,High,No,Medium,"Very High",Low,Better,Excellent,14,2,2,9,7,6,7,2,"Senior Employee","Mid Income",Experienced
55,Female,Single,No,0,Travel_Rarely,Sales,Doctor,"Life Sciences",1117,83,16835,9873,23,0,Manager,4,High,No,Low,Medium,"Very High",Better,Outstanding,37,3,2,10,9,7,7,18,"Senior Employee","High Income",Experienced
41,Male,Single,No,0,Non-Travel,Sales,College,"Life Sciences",267,56,6230,13430,14,0,"Sales Executive",2,High,No,"Very High","Very High","Very High",Better,Excellent,16,7,3,14,3,1,10,10,"Mid Career","Mid Income",Veteran
35,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,Marketing,619,85,4717,18659,11,0,"Sales Executive",2,High,No,Medium,High,High,Better,Excellent,15,9,2,11,9,6,9,1,"Early Career","Mid Income",Veteran
40,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",302,75,13237,20364,15,0,"Manufacturing Director",4,High,No,Medium,High,High,Better,Excellent,22,7,3,20,6,5,13,6,"Mid Career","High Income",Veteran
39,Female,Married,No,0,Travel_Frequently,"Research & Development","Below College","Life Sciences",443,48,3755,17872,11,1,"Laboratory Technician",1,High,No,High,High,Low,Better,Excellent,8,1,3,8,3,0,7,8,"Mid Career","Mid Income",Experienced
31,Male,Single,No,0,Travel_Rarely,Sales,"Below College","Life Sciences",828,77,6582,8346,13,0,"Sales Executive",2,High,Yes,Medium,"Very High",High,Best,Excellent,10,4,2,6,5,0,5,2,"Early Career","Mid Income",Experienced
42,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,319,56,7406,6950,21,1,"Manufacturing Director",3,High,Yes,"Very High",Low,"Very High",Good,Outstanding,10,1,5,10,9,5,8,24,"Mid Career","High Income",Experienced
45,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,Other,561,61,4805,16177,19,1,"Sales Executive",2,High,No,"Very High",Medium,Medium,Best,Excellent,9,0,3,8,7,3,7,2,"Mid Career","Mid Income",Experienced
26,Female,Divorced,Yes,1,Travel_Frequently,"Human Resources",Master,"Life Sciences",426,58,2741,22808,11,1,"Human Resources",1,High,Yes,Medium,High,Medium,Good,Excellent,8,0,2,7,7,1,0,17,"Early Career","Low Income",Experienced
29,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",232,34,4262,22645,12,2,"Manufacturing Director",2,High,No,"Very High","Very High",Medium,Best,Excellent,8,4,2,3,2,1,2,19,"Early Career","Mid Income","Early Tenure"
33,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Doctor,Medical,922,95,16184,22578,19,1,"Research Director",4,"Very High",No,Low,High,High,Better,Excellent,10,4,2,6,1,0,5,1,"Early Career","High Income",Experienced
